154661,9.111041,9.790895,12.164255,9.265185,3.838997,8.209671,6.435778,7.955017,8.421055,12.627641,11.964095,9.164083,5.424696,8.546399,10.758153,13.433815,9.36792,10.152629,8.192945,12.580698,11.376428,15.184125,9.418762,11.327858,11.433353,9.398176,7.852246,10.656555,10.507332,7.487927,8.027597,10.398524,11.652334,8.032433,8.586054,11.786223,12.058016,9.273834,11.667635,8.909556,5.662175,8.101885,8.01419,13.446312,13.460377,10.230901,7.118341,8.883357,11.920152,12.874776,11.36808,11.700202,9.685929,8.670022,9.541624,8.910124,12.049272,11.596434,7.808161,12.252909,8.434935,9.000043,11.743586,8.919792,6.321755,8.653072,12.128497,6.683868,11.204883,9.773013,14.909387,10.179801,15.66779,8.06236,5.760403,10.039959,13.920278,16.743918,
137872,51.284861,49.892785,48.579485,59.185825,30.508568,40.138275,20.571898,30.432804,48.865768,73.602131,75.946566,48.784535,37.975326,50.196422,48.84252,62.533768,61.471936,46.774064,50.356681,72.679364,69.069037,78.817057,77.524063,61.86246,50.303536,57.840248,48.936679,69.07396,46.69449,48.64081,57.540625,61.342052,71.042481,41.796938,67.211491,65.397382,79.766622,71.416507,67.619429,55.522353,50.173322,54.612552,54.127725,76.580299,68.642282,73.896118,33.322995,56.759342,75.135782,70.470178,72.297231,53.413146,54.102888,59.271021,47.297424,62.185293,56.478553,58.925018,70.723063,77.074595,51.648755,45.231247,77.800015,60.952502,37.053323,58.28784,69.700269,65.331018,63.045607,67.172614,78.266016,56.202373,76.892917,47.913118,58.191937,66.240954,62.925423,80.151494,
319,71.174418,95.56633,106.26216,81.760921,56.406234,91.599465,73.556552,54.450167,109.780923,90.454521,71.759553,64.206343,61.008867,63.262258,65.572351,92.703204,38.743975,65.032311,55.642862,97.859272,88.827169,91.883636,132.578034,74.093063,78.502473,59.355678,107.262208,63.009528,79.499322,67.900541,89.676673,65.50714,98.584405,72.363762,134.64679,55.527068,49.452043,114.976007,73.729679,83.278104,78.229447,92.958674,60.278368,60.323029,61.556011,142.413292,36.58986,60.854002,121.554376,77.227305,83.731538,74.45168,74.268107,63.825736,48.778336,79.687749,94.469916,74.378893,105.053661,78.092868,65.164193,48.03164,106.665994,95.130824,79.644862,54.691242,103.78368,49.668418,208.62556,110.359613,136.81611,64.983687,143.793737,72.948351,49.032249,74.097702,104.257055,160.543711,
SomeID,440349.1.X_1,440350.1.X_1,440351.1.X_4,440352.1.X_4,440353.1.X_4,440354.1.X_4,440355.1.X_4,440357.1.X_5,440375.1.X_8,440376.1.X_1,440377.1.X_1,440378.1.X_1,440379.1.X_1,440380.1.X_1,440381.1.X_1,440382.1.X_1,440383.1.X_1,440384.1.X_1,440385.1.X_1,440388.1.X_1,440389.1.X_1,440390.1.X_1,440391.1.X_3,440393.1.X_3,440394.1.X_3,440395.1.X_3,440408.1.X_6,440409.1.X_6,440410.1.X_6,440411.1.X_7,440417.1.X_8,440418.1.X_8,440419.1.X_8,440420.1.X_8,440421.1.X_1,440422.1.X_1,440423.1.X_1,440424.1.X_1,440426.1.X_2,440429.1.X_2,440430.1.X_2,440432.1.X_1,440435.1.X_3,440436.1.X_4,440437.1.X_1,440438.1.X_4,440440.1.X_4,440441.1.X_5,440451.1.X_7,440474.1.X_2,440475.1.X_2,440476.1.X_2,440477.1.X_2,440478.1.X_2,440479.1.X_3,440480.1.X_3,440481.1.X_3,440482.1.X_3,440483.1.X_3,440484.1.X_4,440485.1.X_4,440487.1.X_4,440488.1.X_4,440490.1.X_5,440492.1.X_5,440525.1.X_4,440526.1.X_4,440527.1.X_4,440528.1.X_5,440529.1.X_5,440534.1.X_5,440538.1.X_6,440548.1.X_7,449058.1.X_7,449060.1.X_8,449063.1.X_8,449064.1.X_8,449065.1.X_5,P Values,154661,137872,319,R Values,154661,137872,319
23498,80.223543,90.936728,101.734231,109.612616,39.123285,78.62245,68.37752,85.049266,90.547392,105.168692,88.576379,95.575587,81.473968,80.664616,84.823062,115.369624,80.612652,88.56718,101.110489,115.021019,116.986366,122.963142,149.85542,107.026478,104.953239,98.312855,93.388152,82.616362,60.360961,92.43176,120.133391,114.743143,144.909981,85.194699,138.407099,107.412152,122.241218,141.581807,93.986552,111.725464,104.606155,107.140944,77.652717,104.325973,132.703087,124.223349,76.30167,87.502038,131.507359,107.311154,100.895914,113.267853,82.747552,106.25339,104.628063,112.451757,110.795376,101.545256,116.408078,134.132033,115.648755,94.646202,138.237807,111.271367,81.116638,77.286014,115.390876,95.079009,161.40322,114.876829,178.727597,81.434971,120.1787,88.140135,74.01188,114.427775,111.998831,146.086886,,4.4854608914160184e-08,6.132256771097473e-13,1.8899845938068247e-11,,0.5720057909900743,0.7045212144990861,0.670434950446232
150084,1.40027,2.119153,2.090901,1.827524,1.843901,1.858629,0.570812,0.690336,2.142001,2.328625,3.2875,2.104709,1.54897,2.484941,2.446994,2.248047,2.832666,1.792917,2.389512,3.613161,2.284441,2.626938,2.938827,3.977163,5.677356,1.998933,2.339625,3.162247,2.424811,2.329754,5.251756,2.907633,2.649905,3.242493,2.594982,2.881151,6.570396,3.784918,3.895253,1.831434,1.925351,1.699671,3.185731,2.252334,2.326742,2.90395,1.595625,2.234991,3.113711,3.24097,5.43337,2.554174,3.018912,3.665868,3.789489,2.400253,2.661465,3.550882,4.039762,4.00404,2.913629,1.724989,4.460354,2.672793,1.916416,3.716275,4.047986,2.782887,3.387255,3.769458,4.353446,4.870277,4.113373,3.208893,3.398886,3.477408,2.685051,6.051239,,9.389932624907519e-05,2.2969029883608424e-08,0.037283007815970985,,0.42770613452638506,0.5819430891434807,0.23627847591328116
93,2.651632,2.816486,3.155292,3.979975,2.738271,2.599534,0.892396,1.320454,3.535872,4.309942,3.572393,2.791254,2.195332,3.242126,2.887949,3.829209,3.722233,2.587106,2.672796,4.559729,3.981905,5.143194,4.401934,3.912545,3.468532,4.004954,2.281334,3.303807,2.794814,3.085559,3.802774,4.380938,4.259253,3.203158,3.800744,3.765916,4.687327,3.446471,4.399328,3.532306,3.087636,3.541945,3.095419,4.225612,3.748396,4.929242,1.753267,3.126395,5.310388,4.022035,4.251008,3.506529,2.957928,3.683152,2.834737,3.360726,3.845731,2.764327,4.270139,4.4788,3.733713,2.642136,4.253671,3.923928,2.533716,3.097925,3.595265,3.703029,6.371648,4.328606,4.943334,3.262536,5.189693,3.568573,3.556654,4.583654,4.225684,5.918981,,4.5481788019838666e-10,1.8068665568914848e-21,3.4803756727443e-09,,0.6342273715122129,0.8356722396601001,0.6082853241659183
376940,5.144648,3.480006,5.386883,6.336092,6.162481,3.245149,3.038704,3.28047,5.409652,7.232917,7.484485,5.674748,3.694821,5.68152,5.67601,5.277212,7.888592,5.100145,6.791101,7.425092,7.071574,7.823647,7.642965,6.63057,6.94841,7.694904,5.612853,7.505393,6.107036,5.614345,7.155003,6.432443,7.789941,5.223262,7.920842,7.148808,9.039052,5.742731,10.025318,5.856103,6.067282,7.341871,8.832303,8.438812,6.002776,8.028624,4.256557,5.787417,8.639848,9.616196,9.168077,6.352991,6.377573,7.524341,4.541141,6.445304,6.455708,4.96227,7.535335,7.420751,7.68221,4.328733,6.958583,6.46054,5.79583,7.834374,6.984114,6.32074,8.231642,6.776681,9.41661,5.695511,10.634014,4.924184,5.886889,8.368034,6.740888,9.539983,,7.655948083934038e-07,3.6205877516583235e-16,0.0014672611670832315,,0.5258482478278219,0.7648481878096033,0.3541541164613427
2875,51.494638,45.636318,62.691319,51.512842,10.095952,45.997349,17.525689,34.663157,43.175073,69.650127,42.43822,53.385725,38.259512,42.765948,49.739067,35.042367,35.416331,60.491518,44.047604,65.740943,83.341949,76.95028,74.121914,69.316225,61.392789,62.661255,38.590141,49.03409,56.091652,46.513065,61.276866,66.158825,88.465106,65.501428,79.636314,43.508174,58.843577,87.198152,57.973516,72.17892,56.409161,67.244784,47.081106,71.150468,47.202139,91.320534,61.210261,57.700964,68.632795,59.997874,69.918009,84.76673,44.06964,58.828575,53.217203,83.491945,68.838678,73.475767,69.117568,86.176444,43.121747,51.801004,87.994261,104.281919,46.08319,47.465594,71.551214,49.273167,85.002009,72.941982,105.909378,73.079629,86.551885,73.077454,52.945704,43.98329,62.13608,61.061259,,2.9372695016477075e-05,1.3674606285118642e-08,9.599757874454293e-07,,0.45433135876142045,0.589421417545894,0.521852572539972
6482,62.561087,65.294942,91.242327,87.955115,49.548541,60.498872,42.783177,51.61029,59.800156,132.773805,82.482275,58.212371,47.227812,52.983474,58.12921,107.227503,56.95726,53.600248,91.723426,100.16414,113.787351,129.644372,123.24228,102.497761,73.018874,90.234814,49.794301,59.987409,58.62627,36.009593,64.436852,88.11769,105.236726,71.258243,103.976261,98.318822,111.4854,120.557992,97.693726,87.432557,73.120543,72.296518,67.827839,58.271031,70.206832,98.565667,49.240636,73.737958,91.939372,115.149813,77.357242,65.288406,64.903871,83.415717,60.714014,77.762376,83.282065,63.81248,129.846392,100.443398,64.616145,86.168302,96.194427,96.582126,50.346529,65.044978,82.171227,63.468183,128.084558,96.713295,157.736013,80.847864,133.746015,81.099712,79.752663,69.816753,95.194731,132.701871,,3.162744715172678e-09,3.059942270258029e-14,3.55275185964089e-09,,0.6095598224485179,0.7308400171411117,0.6080104786472286
4143,296.779504,387.50589,409.574779,458.124487,144.773261,280.323628,191.626058,272.854268,294.809979,493.15173,408.85613,329.57755,291.042905,329.304512,348.902082,539.386913,337.53693,284.119473,354.085249,500.873537,524.090633,665.444228,549.561538,474.698235,388.044948,420.701884,320.854972,226.808289,273.134901,339.550845,381.888752,395.433269,443.313286,362.622773,469.515061,463.956193,435.856117,487.42538,552.541271,497.297338,343.641958,406.416649,261.918626,805.978706,516.203957,560.805691,288.698443,317.321939,502.017236,486.304181,322.537805,367.19329,328.746904,342.147718,292.676574,415.25865,464.869401,325.570063,496.597343,385.567997,407.280641,311.281972,673.711315,357.519814,303.639321,385.667007,451.189606,372.618866,727.194276,381.052707,738.211763,318.082962,602.911447,388.236691,343.712713,427.166927,433.543848,599.858603,,1.8613094223140106e-11,3.1663372055310547e-14,2.1837118965176024e-08,,0.670597599259253,0.7305562652843536,0.5826801636142199
5446,257.044256,306.27359,336.771487,257.228154,113.854185,270.403628,247.674286,170.223416,195.654667,268.795346,232.060812,242.709529,191.423514,179.200062,191.733319,272.173293,95.765031,218.095427,139.078253,306.809912,269.780395,154.233595,336.04156,246.292251,171.952347,189.737518,213.221828,237.623759,175.126818,212.077169,284.094041,186.799836,378.078282,179.0831,290.007809,136.684086,198.431025,234.841614,273.442771,316.055244,191.400347,219.943052,132.992841,241.627309,153.604995,319.986107,145.611094,188.627588,366.082843,229.602749,238.056441,284.316578,222.383776,179.716888,192.073641,208.167798,269.528684,233.090609,263.555741,262.142731,130.570935,215.056769,315.29237,287.724924,197.774765,192.118629,185.408759,171.070778,499.369226,257.986044,450.985978,248.410512,356.434624,279.315373,159.483851,136.140099,232.366773,348.204085,,9.168174870399838e-05,0.00043512953824901575,1.6939272119078435e-17,,0.42827657471185654,0.3887971638808909,0.7854088652612191
875,88.646998,120.022928,90.183259,100.756761,44.47442,108.747907,53.844282,67.787648,100.085204,116.042819,114.614151,102.028528,84.979007,103.440581,101.463881,143.009991,103.634405,104.972295,106.676332,142.788782,136.096405,153.097092,144.608234,126.354657,114.041856,109.798562,87.826647,102.162325,81.937144,101.275142,111.351349,117.935767,147.669047,114.805264,119.687557,141.36669,151.246079,153.412147,123.274425,123.445488,93.873618,131.270234,96.183614,165.743609,143.585112,160.796337,65.58701,108.2092,143.670484,136.627952,116.674353,121.116219,87.997,111.288194,103.982043,144.536386,127.665501,97.827719,145.301691,132.763657,104.505531,96.938645,158.293765,154.71911,81.463326,93.798793,122.820976,126.460386,171.942698,151.176746,175.13696,95.025175,151.77837,107.981119,113.783465,119.436262,147.499365,161.749022,,1.0820887239230503e-10,1.1519824965489575e-20,4.193954313632624e-08,,0.6511777413801956,0.8266592576326048,0.5730185422025175
132158,97.007534,102.583284,106.186352,100.81925,42.52267,87.625798,65.237431,83.226414,98.181406,129.917325,99.857182,97.55159,90.95354,91.443922,90.31944,140.742338,105.063597,88.959964,116.027978,145.207065,185.346497,153.357099,173.07856,99.720853,104.169102,136.233601,102.086198,104.860343,66.580691,111.69666,126.65913,122.187724,166.471571,116.823131,140.741318,125.335067,125.608488,155.101088,114.647858,128.042374,101.292442,109.334584,69.094093,125.511123,159.100139,162.043622,74.200999,102.71486,167.762501,122.072297,133.986017,132.073497,92.102647,106.306284,78.620954,128.548041,112.416516,104.455162,114.849326,116.05495,92.659525,78.940843,136.85303,123.138006,73.362182,94.550039,105.138442,95.282398,157.031642,137.475043,156.725773,83.627204,139.234433,106.62192,88.869971,88.010829,115.146331,185.469878,,6.645950652678058e-09,8.82119713860169e-15,1.4592014110117486e-09,,0.5995199566197518,0.7409277651439953,0.6196586347698232
347731,3.439595,4.479722,16.664053,8.906298,3.4858,3.113367,1.355673,7.214965,15.262034,16.665734,16.190329,9.384683,7.752895,10.189301,18.055666,8.333545,10.972931,11.184384,9.692054,19.436895,18.873813,27.917616,19.727149,26.955781,19.966713,17.958482,6.983326,7.281306,2.475512,5.048565,17.07255,10.044442,23.39562,6.458092,14.543077,22.741679,20.279274,11.832475,19.076617,14.579939,8.826031,12.065586,15.448502,7.522341,6.010041,20.304213,3.882725,4.916575,21.388316,11.204951,15.286839,4.980347,3.812442,11.781205,2.787543,8.658158,12.194511,9.327775,19.315381,18.552503,19.552986,8.936542,33.550911,6.208606,7.841104,6.815909,11.012224,3.975542,28.592613,8.948226,43.904914,15.09489,27.463315,3.686383,7.230581,29.789072,14.315832,31.687213,,3.042293485281593e-08,1.3902167250103736e-09,4.398670062767604e-07,,0.5778102830158004,0.6202791349487969,0.5354241536867487
122664,6.997449,7.694399,9.677307,9.057858,3.19668,8.393656,2.325304,2.831451,11.671899,13.339762,12.302335,6.883474,8.66989,4.617494,7.36387,9.121306,9.107314,5.491915,3.919849,16.503536,15.715185,7.813981,11.658319,10.630241,6.711065,7.40336,7.621498,8.496442,5.260606,9.555492,8.470203,5.016458,14.117635,11.145339,9.970256,10.352299,14.077546,12.484918,8.14457,8.985034,8.226909,9.487977,6.361359,8.844655,8.397198,14.57548,4.0092,12.344257,13.108434,11.256027,10.10651,11.663423,9.312234,7.899669,4.520852,13.841507,9.040544,13.748117,12.038362,9.837721,4.4859,7.360054,17.240632,11.96747,5.962251,10.160787,12.070224,10.499164,8.354313,14.90449,15.930566,10.424923,14.900128,6.229567,3.372586,8.852338,12.83173,13.472401,,7.858913964813073e-07,3.1130002623857166e-13,4.723840089057688e-06,,0.5253887663460279,0.7107372591764595,0.49217494975451104
