Cfap126,0.038925894,0.098016528,0.117002494,0.107575943,0.38440592,0.03455694,0.031557779,0.037091596,0.039229235,0.031335658,
Hes2,0.038925894,0.065344352,0.039000831,0.107575943,0.19220296,0.03455694,0.063115558,0.037091596,0.039229235,0.031335658,
Hjv,0.038925894,0.032672176,0.195004157,0.035858648,0.09610148,0.138227762,0.126231116,0.148366384,0.039229235,0.031335658,
Gene.name,36746,36764,36772,36787,36789,36797,36798,36905,36906,36907,P Values,Cfap126,Hes2,Hjv,R Values,Cfap126,Hes2,Hjv
Cplx2,0.155703578,0.098016528,0.234004989,0.071717295,0.09610148,0.172784702,0.031557779,0.259641172,0.039229235,0.031335658,,0.9290713663827733,0.493274544212555,0.031291968930687794,,-0.032458694015836495,-0.24600013065900442,0.6776917771061411
Fyb,0.35033305,1.633608796,0.390008315,0.57373836,0.768811841,0.207341643,0.031557779,0.259641172,0.039229235,0.031335658,,0.21911786307820713,0.25185626707179964,0.4834038752884014,,0.4264185412849276,0.40016643083467796,-0.2514653700752989
Ly6g6c,0.155703578,0.098016528,0.117002494,0.251010533,1.970080342,0.069113881,0.063115558,0.259641172,0.039229235,0.031335658,,1.8459155690135877e-05,0.00027903550760884153,0.8670848472611861,,0.9540434950416314,0.9080925627502497,0.06098754892513769
Naaladl1,0.038925894,0.130688704,0.351007483,0.466162418,0.19220296,0.103670821,0.094673337,0.259641172,0.039229235,0.031335658,,0.42136449440833634,0.3552459249770204,0.3562831474769871,,0.2870175841169176,0.3277366745023249,0.3270704029845734
Adamts16,0.194629472,1.143526157,0.234004989,0.179293238,0.04805074,0.207341643,0.094673337,0.259641172,0.039229235,0.031335658,,0.8869904712405924,0.8182533406689969,0.6287033129294113,,-0.05180026922875323,-0.08366742308165093,-0.1749969732864674
null8,0.233555367,0.196033055,0.039000831,0.071717295,0.14415222,0.103670821,0.031557779,0.037091596,0.07845847,0.031335658,,0.5001255263154886,0.5440664523614079,0.18923202428533298,,0.2422343177686832,0.21857298994620844,-0.45242294762395485
null9,0.077851789,0.130688704,0.195004157,0.107575943,0.2402537,0.138227762,0.157788895,0.037091596,0.07845847,0.031335658,,0.01561352580963824,0.04297192749324951,0.2194504582524064,,0.7342029006896986,0.6474737947894188,0.42614104750194715
Mroh7,0.038925894,0.098016528,0.078001663,0.035858648,0.2402537,0.103670821,0.031557779,0.074183192,0.07845847,0.031335658,,0.0008427227643221744,0.014887041998406956,0.6119937745866602,,0.8776849491322383,0.7376503626180736,0.1834216517109094
Rab39,0.077851789,0.130688704,0.117002494,0.14343459,0.04805074,0.03455694,0.063115558,0.074183192,0.07845847,0.031335658,,0.9984988400314864,0.8765305109939404,0.7216396541926516,,-0.0006862448802090887,0.05662440208204194,-0.12939524782747655
Amz1,0.077851789,0.065344352,0.078001663,0.071717295,0.2402537,0.03455694,0.063115558,0.074183192,0.07845847,0.031335658,,4.421374220097295e-05,0.0007093917014857111,0.8640762561057005,,0.942628091004342,0.8830362658058065,0.062378724673521554
null10,0.233555367,0.032672176,0.078001663,0.035858648,0.04805074,0.172784702,0.063115558,0.074183192,0.07845847,0.031335658,,0.39967952111553084,0.3073323949410877,0.796548096273923,,-0.3000072479101628,-0.3596786692505288,0.09382827046396193
Sez6l,0.077851789,0.065344352,0.078001663,0.179293238,0.09610148,0.03455694,0.126231116,0.074183192,0.07845847,0.031335658,,0.5351958532492588,0.15414868655277889,0.7801991642883641,,0.22328498203715164,0.48625385556555495,-0.10152023155956222
null11,0.194629472,0.228705231,0.234004989,0.179293238,0.2402537,0.276455524,0.157788895,0.074183192,0.07845847,0.031335658,,0.21757273132218524,0.30539326224636354,0.38503879407194774,,0.42771086033978906,0.36102416364006595,0.30896886047568606
5S_rRNA,0.155703578,0.098016528,0.27300582,0.107575943,0.2402537,0.069113881,0.094673337,0.111274788,0.07845847,0.031335658,,0.03677706392517068,0.1857268770452746,0.14801895674119184,,0.662693050661459,0.45562569917179385,0.4926259499524206
Slitrk5,0.272481261,0.16336088,0.039000831,0.179293238,0.19220296,0.241898583,0.126231116,0.111274788,0.07845847,0.031335658,,0.6542723957481766,0.42643083571924595,0.6073556654655192,,0.1622511966739874,0.28402846809378546,-0.1857743440128812
Cd80,0.038925894,0.032672176,0.117002494,0.215151885,0.19220296,0.03455694,0.157788895,0.111274788,0.07845847,0.031335658,,0.1018047842869077,0.02248429481198355,0.565206654011372,,0.546946603928291,0.7060857815275903,0.2074639489306661
null12,0.116777683,0.065344352,0.039000831,0.107575943,0.43245666,0.207341643,0.031557779,0.148366384,0.07845847,0.031335658,,0.004994097123980976,0.009893308422556967,0.7566458240974585,,0.8046694278104844,0.7652755060202963,0.11266693955806349
null13,0.778517889,0.424738287,0.312006652,0.753031598,4.276515864,0.311012464,0.063115558,0.148366384,0.07845847,0.031335658,,1.203772245330161e-05,0.00018337222762578712,0.9593196120135541,,0.9587612511046919,0.917490402856131,-0.018603185619905517
U6,0.038925894,0.098016528,0.078001663,0.071717295,0.04805074,0.207341643,0.126231116,0.148366384,0.07845847,0.031335658,,0.33838215387724463,0.3982519361913311,0.10697037391702245,,-0.33871066108655734,-0.30087402740471564,0.5401940784445498
null14,0.038925894,0.098016528,0.039000831,0.215151885,0.04805074,0.103670821,0.031557779,0.18545798,0.07845847,0.031335658,,0.758681607278554,0.8575354069015553,0.8689246069592304,,-0.1117002553871269,0.0654057537860741,-0.06013719324115567
Jakmip1,0.155703578,0.032672176,0.039000831,0.215151885,0.04805074,0.069113881,0.031557779,0.222549576,0.07845847,0.031335658,,0.6085042844200047,0.9311717024461401,0.8031503199053972,,-0.1851911119875802,-0.03149558875093592,-0.09073166755698879
Kcnh1,0.467110733,0.065344352,0.390008315,0.107575943,0.19220296,0.03455694,0.063115558,0.259641172,0.07845847,0.031335658,,0.7551623583247835,0.8612928017844514,0.40651351662067725,,0.11337176072794025,-0.06366644446777475,0.29587825940749457
Asb16,0.077851789,0.065344352,0.156003326,0.394445123,0.33635518,0.103670821,0.189346674,0.445099152,0.07845847,0.031335658,,0.2672657221415124,0.13070223517293386,0.39442591710509783,,0.3884707616510248,0.5115473488992988,0.30320444750363906
Erich3,0.934221467,1.143526157,0.156003326,0.824748893,0.4805074,0.03455694,0.031557779,0.037091596,0.117687705,0.031335658,,0.5085426566186462,0.37079868202111993,0.08570322499239987,,0.2376373714905629,0.3178460402099361,-0.569507988048011
Smco2,0.077851789,0.065344352,0.117002494,0.035858648,0.09610148,0.103670821,0.031557779,0.037091596,0.117687705,0.031335658,,0.4303374100701109,0.9356757771022814,0.47606940793584784,,0.28173487607378556,0.029430838026636257,0.25555767144819086
Clic5,0.116777683,0.16336088,0.27300582,0.035858648,0.2402537,0.03455694,0.063115558,0.037091596,0.117687705,0.031335658,,0.0415805226866083,0.26071772426863143,0.44740425567747394,,0.650756674892083,0.3933939530330837,0.271825335978516
Dusp2,0.038925894,0.130688704,0.039000831,0.466162418,0.04805074,0.276455524,0.094673337,0.037091596,0.117687705,0.031335658,,0.830023282569694,0.6500921324099846,0.539165800220641,,-0.0781797324910555,0.16432356047337535,-0.2211723500349242
Tlr8,0.077851789,0.032672176,0.039000831,0.107575943,0.2402537,0.138227762,0.063115558,0.074183192,0.117687705,0.031335658,,0.017272420711420253,0.0115717872805034,0.935518817678124,,0.7267298824382304,0.7550777447285509,0.02950277813891654
Vangl2,0.233555367,0.130688704,0.234004989,0.14343459,0.2402537,0.138227762,0.063115558,0.074183192,0.117687705,0.031335658,,0.07405517981382556,0.22532815609689172,0.6415479722709441,,0.5875895077628983,0.42127619282674805,0.16857297385885506
Neu2,0.428184839,0.914820926,0.039000831,0.179293238,1.681775902,0.138227762,0.063115558,0.074183192,0.117687705,0.031335658,,0.0010528824308500982,0.0034676143129113383,0.5843615916389405,,0.870386462509376,0.8227280765432565,-0.19753520365547578
Rragd,0.233555367,0.098016528,0.078001663,0.035858648,0.33635518,0.069113881,0.094673337,0.074183192,0.117687705,0.031335658,,0.018495170698127925,0.043722584981740094,0.8386203466784494,,0.7215352440577056,0.6457322387028916,-0.07418040477816636
Tldc2,0.116777683,0.065344352,0.156003326,0.179293238,0.09610148,0.207341643,0.189346674,0.074183192,0.117687705,0.031335658,,0.7529691398278842,0.9873990207934289,0.2344238616193718,,-0.11441442634703682,0.005760638800048137,0.4138879594060324
Vwa2,0.077851789,0.065344352,0.039000831,0.179293238,0.19220296,0.03455694,0.031557779,0.111274788,0.117687705,0.031335658,,0.04313501604818592,0.010365051784714975,0.44015480161535914,,0.6470936984265359,0.7622936564944595,-0.27601306066491393
null15,0.116777683,0.065344352,0.039000831,0.107575943,0.09610148,0.03455694,0.063115558,0.111274788,0.117687705,0.031335658,,0.693748459628811,0.43117602952166206,0.318530291812883,,0.14288212914214665,0.28124377347166285,-0.35199477431040593
null16,0.077851789,0.065344352,0.156003326,0.251010533,0.09610148,0.03455694,0.031557779,0.148366384,0.117687705,0.031335658,,0.625074443282941,0.5005561043471181,0.9348757165896945,,0.17681993150801062,0.24199837353994272,0.029797543945235178
Pou3f1,0.544962522,0.522754815,0.117002494,0.537879713,0.19220296,0.069113881,0.063115558,0.148366384,0.117687705,0.031335658,,0.8138939079090515,0.5608855786890894,0.10495758094430031,,0.08570380793068444,0.2097213262476566,-0.5428002082764136
Pou3f4,0.506036628,0.261377407,0.117002494,0.107575943,0.04805074,0.138227762,0.063115558,0.148366384,0.117687705,0.031335658,,0.47818591242957426,0.4320547204049191,0.42793485540178317,,-0.2543739569645438,-0.2807296783694835,-0.2831442921061613
Gm24648,0.155703578,0.196033055,0.039000831,0.251010533,0.09610148,0.138227762,0.126231116,0.148366384,0.117687705,0.031335658,,0.8020402287093082,0.6161335961827383,0.2794468504455989,,-0.09125195430693041,0.1813270306626651,-0.37948476768238115
Slc29a4,0.272481261,0.261377407,0.195004157,0.071717295,0.28830444,0.069113881,0.189346674,0.148366384,0.117687705,0.031335658,,0.13070261334154462,0.23470144423194422,0.8492433068182947,,0.511546919358572,0.4136650582800585,0.06924846168100485
Mylk3,0.038925894,0.098016528,0.117002494,0.14343459,0.09610148,0.069113881,0.063115558,0.18545798,0.117687705,0.031335658,,0.7340123633548854,0.704146774685676,0.3942121687615545,,0.12345897773080942,0.13783619684878995,0.30333496168765806
Slc35g2,0.311407156,0.065344352,0.195004157,0.179293238,0.04805074,0.103670821,0.157788895,0.18545798,0.117687705,0.031335658,,0.33265275654753296,0.3809483039392618,0.6450456742261005,,-0.34250227176027703,-0.31150210499472997,0.16683115719139618
Add2,0.272481261,0.130688704,0.078001663,0.215151885,0.19220296,0.069113881,0.189346674,0.18545798,0.117687705,0.031335658,,0.5933960951417756,0.276323418425832,0.5976774182247555,,0.1928945358491883,0.3817682504840918,-0.1907044383410931
Mapk11,0.233555367,0.098016528,0.195004157,0.035858648,0.14415222,0.138227762,0.063115558,0.222549576,0.117687705,0.031335658,,0.8856801280859253,0.6355975756383986,0.1804149105663691,,0.05240418822930064,-0.1715435003564049,0.46054799605737184
Cpne7,0.35033305,0.816804398,0.156003326,0.215151885,0.19220296,0.172784702,0.157788895,0.259641172,0.117687705,0.031335658,,0.9173011187254455,0.9067038005856846,0.43526947718478254,,0.03785942148006549,0.042727611362710124,-0.27885292249842675
Phlda2,0.428184839,0.098016528,0.429009146,0.14343459,0.576608881,0.069113881,0.031557779,0.333824364,0.117687705,0.031335658,,0.03799299070064681,0.17258783178609527,0.3808246123590952,,0.6595766021702755,0.46795981282826693,0.31157891393540815
Syt15,0.077851789,0.130688704,0.078001663,0.179293238,0.09610148,0.03455694,0.031557779,0.037091596,0.15691694,0.031335658,,0.48357552404823656,0.318396914029957,0.1177634785848204,,0.25136992203217,0.352085456571915,-0.5267202045826007
SNORD42,0.155703578,0.032672176,0.156003326,0.035858648,0.14415222,0.03455694,0.031557779,0.037091596,0.15691694,0.031335658,,0.2885463501376875,0.6469928713950122,0.8615688581497993,,0.37290989277256115,0.16586282877807518,0.06353870328503435
Slc5a5,0.389258944,0.16336088,0.117002494,0.179293238,0.28830444,0.03455694,0.063115558,0.037091596,0.15691694,0.031335658,,0.187811536001373,0.19303584876892263,0.24830114021331912,,0.4537166501953194,0.4489864372313346,-0.40292059468523245
null17,0.194629472,0.130688704,0.078001663,0.14343459,0.14415222,0.069113881,0.063115558,0.037091596,0.15691694,0.031335658,,0.3864298443557066,0.3035838118337634,0.11228489695527985,,0.3081103763174156,0.362283755765246,-0.5334580264156948
Scnn1b,0.077851789,0.16336088,0.039000831,0.071717295,0.14415222,0.069113881,0.031557779,0.074183192,0.15691694,0.031335658,,0.2227038814349639,0.25275263197208425,0.22348802985160135,,0.4234391994610587,0.39947543280267167,-0.422791366759681
Mpped1,0.077851789,0.065344352,0.078001663,0.071717295,0.09610148,0.03455694,0.063115558,0.074183192,0.15691694,0.031335658,,0.5463488726659519,0.597010465622786,0.6632104454506182,,0.2173655452670433,0.19104523979808039,-0.1578344433234678
U6,0.077851789,0.196033055,0.195004157,0.251010533,0.09610148,0.276455524,0.126231116,0.074183192,0.15691694,0.031335658,,0.8951955322879328,0.9823460055836112,0.6441918454404642,,-0.04802119926914726,0.008070923165271193,0.16725606498920417
Acbd7,0.155703578,0.130688704,0.195004157,0.107575943,0.2402537,0.138227762,0.157788895,0.074183192,0.15691694,0.031335658,,0.03958877608515968,0.1017129876482726,0.37574981209106373,,0.6555870437545033,0.5470685389803969,0.3147408405562502
null18,0.077851789,0.098016528,0.156003326,0.14343459,0.09610148,0.241898583,0.031557779,0.111274788,0.15691694,0.031335658,,0.9517802847295866,0.7628011533915855,0.36276642763763256,,-0.022054021911949426,-0.1097460361980195,0.32292766032568365
Spaca4,0.311407156,0.196033055,0.078001663,0.14343459,0.14415222,0.138227762,0.094673337,0.111274788,0.15691694,0.031335658,,0.968069670842464,0.8727240606820023,0.2499640480170121,,0.014599833532149567,0.05838187119887239,-0.4016296237667465
Cd53,0.272481261,0.065344352,0.078001663,0.035858648,0.14415222,0.138227762,0.157788895,0.111274788,0.15691694,0.031335658,,0.9023761830203922,0.8822921933950553,0.9615872762829552,,-0.04471734200325103,-0.05396617687312255,0.01756552106550667
null19,0.116777683,0.130688704,0.039000831,0.251010533,0.04805074,0.241898583,0.157788895,0.111274788,0.15691694,0.031335658,,0.3263800440552373,0.8221826324556643,0.6816680720007192,,-0.3466922027570052,-0.08183376242669052,-0.14877248820403638
Gm136,0.077851789,0.065344352,0.117002494,0.179293238,0.04805074,0.138227762,0.094673337,0.18545798,0.15691694,0.031335658,,0.340327040631935,0.515765676156041,0.43798548589287434,,-0.3374310602513854,-0.233717906235982,0.2772722994934026
Hoxc10,0.233555367,0.098016528,0.078001663,0.035858648,0.04805074,0.241898583,0.126231116,0.18545798,0.15691694,0.031335658,,0.1566534071002047,0.13386952317459264,0.5831934584389137,,-0.48369428499856937,-0.5079763306973204,0.19813715702538892
Mag,0.077851789,0.130688704,0.039000831,0.14343459,0.576608881,0.241898583,0.252462233,0.296732768,0.15691694,0.031335658,,0.019575386588035183,0.010958874402851605,0.5224673184238405,,0.7171407035364727,0.7586729737308584,0.23010163565475122
null20,0.077851789,0.392066111,0.156003326,0.502021065,0.2402537,0.103670821,0.126231116,0.519282344,0.15691694,0.031335658,,0.6557536703594491,0.41633816758431597,0.9650067945053057,,0.16151788753510676,0.28999975455163474,-0.016000990071552118
null21,0.116777683,0.16336088,0.078001663,0.14343459,0.09610148,0.138227762,0.189346674,0.074183192,0.196146175,0.031335658,,0.6479115611582107,0.9305665905344143,0.5638035623862835,,-0.16540630366611805,0.031773043482944574,-0.20819620917140177
Hhipl2,0.038925894,0.130688704,0.078001663,0.14343459,0.19220296,0.069113881,0.189346674,0.111274788,0.196146175,0.031335658,,0.23268400393462998,0.08823632134721693,0.9448004023264099,,0.41528848557309594,0.5657888314120312,-0.02525019446114793
Snord67,0.116777683,0.065344352,0.156003326,0.215151885,0.04805074,0.138227762,0.031557779,0.18545798,0.196146175,0.031335658,,0.4968947987188665,0.5329475695761023,0.7581540954104555,,-0.2440074163637129,-0.22448421307410443,0.11195068136513761
Pld4,0.272481261,0.686115694,0.234004989,0.43030377,0.38440592,0.207341643,0.126231116,0.18545798,0.196146175,0.031335658,,0.24722203041691698,0.20301075349802716,0.38515536801964,,0.4037609231258441,0.44015847189217816,-0.3088968591319018
Bcl2l15,0.155703578,0.261377407,0.234004989,0.322727828,0.38440592,0.380126345,0.284020012,0.222549576,0.196146175,0.031335658,,0.13023151478550252,0.07191014855283193,0.3090561545701724,,0.5120826099576395,0.5911165957087067,0.3584863710560052
null22,0.116777683,0.065344352,0.078001663,0.14343459,0.09610148,0.138227762,0.126231116,0.296732768,0.196146175,0.031335658,,0.5020039534069315,0.6636800285062519,0.47686548656828576,,-0.24120562302549847,-0.15760292587174973,0.2551121730693984
Prrg4,0.389258944,2.744462777,0.117002494,0.071717295,19.89300638,0.79480963,0.063115558,0.037091596,0.23537541,0.031335658,,2.005231272951396e-05,0.0005982575562734997,0.9834069678484413,,0.9530685062169888,0.8880911408253361,0.007585822635281139
Ntrk1,0.116777683,0.032672176,0.078001663,0.179293238,0.04805074,0.069113881,0.094673337,0.037091596,0.23537541,0.031335658,,0.5807005463114876,0.8865585353279969,0.35028166585308496,,-0.19942328852224375,-0.0519993298818348,-0.3309391778572791
Abca12,0.194629472,0.555426991,0.195004157,0.215151885,2.738892183,0.172784702,0.094673337,0.037091596,0.23537541,0.031335658,,6.326437823935309e-06,0.0003632515736560625,0.9605622450593293,,0.9649537972196183,0.9016306335537392,-0.01803455247782118
Rbm47,0.194629472,0.098016528,0.27300582,0.107575943,1.345420721,0.276455524,0.031557779,0.074183192,0.23537541,0.031335658,,7.04713524895517e-05,0.003189899923245124,0.7429701791201913,,0.9353933476108864,0.8266048148674839,0.11917768917757171
Ugt8a,0.155703578,0.130688704,0.078001663,0.215151885,0.19220296,0.311012464,0.126231116,0.074183192,0.23537541,0.031335658,,0.7352108924251172,0.5199042691765743,0.77455484725069,,0.12288536528412661,0.2314824131590012,-0.1041841452472286
Golga7b,0.272481261,0.065344352,0.312006652,0.215151885,0.28830444,0.03455694,0.063115558,0.111274788,0.23537541,0.031335658,,0.1381031641948703,0.2755174707734139,0.8292382336069534,,0.5032833006246638,0.38235973560358505,0.07854530536105492
Snph,0.35033305,0.130688704,0.195004157,0.28686918,0.09610148,0.03455694,0.126231116,0.148366384,0.23537541,0.031335658,,0.7369209503361299,0.9071881162624673,0.43574539790047895,,-0.12206736257470803,-0.04250499921840775,-0.27857562624552445
Slurp1,0.272481261,0.196033055,0.117002494,0.14343459,0.768811841,0.03455694,0.031557779,0.18545798,0.23537541,0.031335658,,0.0005734140165896105,0.003697714888384861,0.7719991263155409,,0.8893138055764958,0.8196815616734211,-0.10539182277999772
Plvap,0.389258944,0.16336088,0.312006652,0.251010533,0.43245666,0.241898583,0.220904454,0.259641172,0.23537541,0.031335658,,0.08247349019978817,0.13478363207964472,0.4027508596208249,,0.5743538752381963,0.506955395089624,0.29814745512056556
Arhgap8,0.233555367,0.16336088,0.468009978,0.28686918,1.585674421,0.103670821,0.031557779,0.333824364,0.23537541,0.031335658,,7.949210402283552e-06,0.0016467884666212472,0.6555695361870562,,0.9628715273492041,0.8543134188920194,0.1616090145015282
null23,0.116777683,0.032672176,0.234004989,0.57373836,1.105167021,0.172784702,0.284020012,0.333824364,0.23537541,0.031335658,,0.0010354302552559942,0.0001425146463320315,0.7242391620230341,,0.8709498317313237,0.9226530696174521,0.12814576997385618
Calhm6,0.35033305,0.098016528,0.27300582,0.394445123,0.38440592,0.103670821,0.157788895,0.37091596,0.23537541,0.031335658,,0.20924682654910373,0.1676880510919348,0.7347132150942771,,0.4347668483805103,0.47270189323582107,0.12312352220164785
null24,0.077851789,0.457410463,0.078001663,1.326769958,0.28830444,0.103670821,0.094673337,0.482190748,0.23537541,0.031335658,,0.6997253264504131,0.2885662181996672,0.39991780633400753,,0.13997909844073947,0.37289566019822806,-0.2998627142440933
Snora69,0.272481261,0.261377407,0.234004989,0.322727828,0.2402537,0.276455524,0.031557779,0.111274788,0.274604645,0.031335658,,0.45235435009476777,0.4967293938633534,0.5859689714717254,,0.2689835359816857,0.24409832589402275,-0.19670763068594516
Pdgfb,0.194629472,0.130688704,0.195004157,0.107575943,0.43245666,0.069113881,0.063115558,0.18545798,0.274604645,0.031335658,,0.009477516397622718,0.04899089415570655,0.8801354845672787,,0.7679879163666414,0.6340394736947332,0.05496092703654985
null25,0.116777683,0.228705231,0.195004157,0.215151885,0.864913321,0.03455694,0.031557779,0.222549576,0.274604645,0.031335658,,4.9449076178894614e-05,0.0011295991462803162,0.9842940228975697,,0.9409703498408342,0.8679876168299083,-0.007180245419563372
Zdbf2,0.272481261,0.065344352,0.039000831,0.215151885,0.04805074,0.069113881,0.126231116,0.259641172,0.274604645,0.031335658,,0.2862161839401066,0.5428198079726801,0.45474665911651974,,-0.37458278700446396,-0.21923333710768123,-0.2676151653778467
SNORD25,0.35033305,0.261377407,0.234004989,0.179293238,0.2402537,0.276455524,0.315577791,0.259641172,0.274604645,0.031335658,,0.9061389104441931,0.9486050536648044,0.48234418786211897,,-0.04298727505381292,-0.02350781913723074,0.2520549516312785
Rdh8,0.116777683,0.228705231,0.156003326,0.609597008,0.04805074,0.069113881,0.031557779,0.630557132,0.274604645,0.031335658,,0.6692204852430208,0.9469434593689967,0.8947988108749114,,-0.1548752227725187,-0.02426870706766463,-0.04820382291663784
null26,0.428184839,0.522754815,0.156003326,0.537879713,0.720761101,0.311012464,0.031557779,0.630557132,0.274604645,0.031335658,,0.09266899225404202,0.07397015467985192,0.7327403390331789,,0.5594418808671436,0.5877280421172142,-0.12406803566936239
Gipc2,0.155703578,0.228705231,0.429009146,0.537879713,0.33635518,0.207341643,0.063115558,0.630557132,0.274604645,0.031335658,,0.5233199068819311,0.5564621824639417,0.3485322280375302,,0.22964294160621573,0.21203912613953235,0.33207321896067676
Scg3,0.116777683,0.032672176,0.039000831,0.215151885,0.09610148,0.138227762,0.189346674,0.111274788,0.31383388,0.031335658,,0.583197520410607,0.9610087980604091,0.5646648043060889,,-0.19813506306535003,0.01783021689946236,-0.20774665235573742
Arntl2,0.583888417,0.16336088,0.390008315,0.251010533,1.009065541,0.069113881,0.315577791,0.111274788,0.31383388,0.031335658,,0.004377935477981657,0.012586301069039083,0.9495929627117655,,0.8114051022500758,0.7494098872475662,0.0230554683787295
null27,4.320774283,1.208870509,0.663014135,1.075759425,0.28830444,0.103670821,0.157788895,0.445099152,0.31383388,0.031335658,,0.7197941745353602,0.7376577504816252,0.32438270040327133,,-0.13028304304816735,-0.12171506922388789,-0.3480350807820608
