6,,,,,,,,
Gene.name,C1,C2,C3,T1,T2,T3,Gene.stable.ID,DBID
,7.301973234,6.824757101,8.114566898,24.02230741,29.88726362,35.0138516,ENSPEMG00000021390,21389
Map3k10,9.981334867,11.20879393,10.14177347,16.49832455,15.15032599,14.89935105,ENSPEMG00000009761,9760
Nupl2,7.197715417,6.926962281,7.439356713,14.68558302,16.19164169,13.86134914,ENSPEMG00000009593,9592
Spg21,27.40426115,27.34321323,26.38090055,29.80965315,30.03917365,31.1081324,ENSPEMG00000021006,21005
Gpt2,10.78321854,8.596629152,9.715060907,39.42143086,53.51511455,51.33598597,ENSPEMG00000008151,8150
Sap30bp,18.7671502,18.29882975,17.94673166,24.15076712,23.12980767,27.04041669,ENSPEMG00000019248,19247
Atrip,4.007508434,3.964816497,3.679173172,5.224479,5.207444251,4.939063403,ENSPEMG00000015592,15591
Zfp354a,3.687843175,4.104853262,4.064211082,6.03305611,6.273664243,5.789667221,ENSPEMG00000024167,24166
Catsperd,0.299465751,0.33165975,0.281023962,0.560086521,0.526300042,0.489295109,ENSPEMG00000010672,10671
Med20,21.25762178,18.45366338,18.79442817,28.20795236,31.26371746,29.94853582,ENSPEMG00000006688,6687
Qtrt2,1.639484184,1.801004424,2.339108819,4.670654816,5.449109445,4.88133997,ENSPEMG00000008488,8487
Tcta,27.01780348,28.79141601,26.6428339,33.73121534,31.9777392,34.43309863,ENSPEMG00000015039,15038
Zfp846,2.019914669,2.320493926,2.585345321,3.517390226,3.525809385,3.719884509,ENSPEMG00000007377,7376
Hmces,9.003006377,7.787995099,8.040509573,11.40408104,11.61539732,11.08080347,ENSPEMG00000010791,10790
Ifngr1,147.1950427,107.7048489,103.6497907,336.0384872,254.6512546,276.683851,ENSPEMG00000007579,7578
Crls1,13.06058179,12.9693125,13.92930981,18.02204442,17.89360403,20.76413367,ENSPEMG00000022545,22544
Aars,108.8656667,87.07398274,93.27708129,290.2132526,298.9006851,241.7725126,ENSPEMG00000010864,10863
Dbp,41.75174184,41.99898027,33.3547307,62.06202687,66.28667829,73.19644773,ENSPEMG00000004731,4730
,18.57980315,17.29550883,19.13008024,28.63135716,24.63576418,25.7495951,ENSPEMG00000019419,19418
Ccdc148,0.041597468,0.063543992,0.040036718,0.141039395,0.146212038,0.128051558,ENSPEMG00000016298,16297
Zfp330,18.24235592,16.97574847,18.41684462,21.17383076,20.76998033,22.30560198,ENSPEMG00000022167,22166
Ccdc97,17.6649768,18.19459862,19.30716011,32.01034301,33.36074624,29.33502605,ENSPEMG00000011083,11082
Gtpbp2,7.083744465,8.381319468,6.858853093,29.16933367,31.91776136,25.16379426,ENSPEMG00000021976,21975
Matr3,61.7848557,60.87453946,64.57259625,79.34981402,71.83709389,77.32078435,ENSPEMG00000020679,20678
Twnk,12.74363499,10.6917669,11.11361423,22.07716498,21.21024333,18.91108775,ENSPEMG00000013921,13920
Mrgbp,4.250678169,4.251051916,4.294724774,7.276872056,5.783946606,7.11986945,ENSPEMG00000019923,19922
Pdp1,4.145220819,4.513336883,4.172666341,7.502295615,8.983248766,8.553894867,ENSPEMG00000000343,343
Nol12,9.867608969,8.83902146,8.316417158,15.42599054,12.60545593,15.85470581,ENSPEMG00000010657,10656
Mettl13,13.18963609,10.64594073,13.72917432,19.43799501,17.59468573,19.82979715,ENSPEMG00000019591,19590
,0.011017135,0.012622272,0.023858479,0.054224184,0.048405522,0.04695867,ENSPEMG00000008944,8943
Dnal4,12.52307599,11.23957173,10.69076897,15.43232131,14.38613445,15.32754106,ENSPEMG00000004201,4200
,10.24320544,10.76384879,12.13072497,25.48735637,26.42158104,22.20736989,ENSPEMG00000016763,16762
Armc5,4.697630037,3.82926488,3.831509902,7.443333482,6.191933988,6.672105727,ENSPEMG00000008687,8686
Zfp324,3.475538747,3.568400347,4.211975862,9.1582477,8.610116132,7.478168153,ENSPEMG00000019095,19094
Nfkb2,50.82975418,40.42345611,44.91895465,68.6304646,77.28716113,78.77258147,ENSPEMG00000014947,14946
Mmachc,9.983665093,10.80457915,10.687366,13.52681284,13.43359818,15.14161512,ENSPEMG00000021733,21732
Nfkb1,17.69022079,15.09413729,15.1335327,22.27521616,24.25869878,23.85346941,ENSPEMG00000011360,11359
Slc1a4,53.15462082,31.82302949,35.90325902,141.3076278,124.8216693,108.3934408,ENSPEMG00000018063,18062
Azi2,21.33620366,22.45823232,22.24922565,26.49975564,25.54585364,25.33897155,ENSPEMG00000019469,19468
Uck1,23.3900777,22.82247443,22.93562737,25.77228711,26.45773667,27.79797468,ENSPEMG00000008608,8607
Tial1,10.132374,10.19491173,10.91341882,14.14917503,14.43973963,16.61253247,ENSPEMG00000014538,14537
Osbp,28.94033916,28.57743245,28.44905588,44.3754397,50.84249289,46.16778774,ENSPEMG00000017130,17129
Tbc1d31,2.397628333,2.490803381,2.763080671,4.765796303,4.721831652,4.165014989,ENSPEMG00000021590,21589
Rfxap,12.41631076,12.38551071,12.86466122,17.13991147,15.70647491,18.91204851,ENSPEMG00000004230,4229
Exog,6.832255657,5.392906337,7.225851661,10.49867064,10.61122427,12.50778143,ENSPEMG00000019449,19448
BC005561,1.965350054,2.841346775,2.783514955,6.667461291,4.934998691,6.029828262,ENSPEMG00000011125,11124
,11.34240245,10.06415794,12.83671373,18.87363081,18.90005141,17.5700894,ENSPEMG00000010141,10140
Nfkbib,17.93654947,15.51403965,15.1015513,26.49237772,22.56511429,28.75037668,ENSPEMG00000001096,1096
Itsn2,4.760900218,4.369610044,4.436494756,6.069990993,6.486637378,6.002743454,ENSPEMG00000004846,4845
